tf_minutes,require_bias,tp_r,sl_atr_buffer,trail_atr,spread_gate,min_score,n,wr,pf,exp,total_r
15,False,0.6,0.5,1.5,0.2,70,435,57.931034482758626,0.7172149925133539,-0.12704508793001462,-55.264613249556355
15,False,0.6,0.5,1.5,0.45,0,2098,57.19733079122974,0.6664766791377573,-0.1557988499689208,-326.86598723479585
15,False,0.6,0.5,1.5,0.45,60,1322,56.278366111951584,0.6481939958244936,-0.16725328657467387,-221.10884485171886
15,False,0.6,0.5,1.5,0.45,70,675,57.925925925925924,0.6967941940186811,-0.1384034203244532,-93.42230871900591
15,False,0.6,1.0,0.0,0.2,0,1163,58.7274290627687,0.7683075312376547,-0.09977654164622099,-116.04011793455501
15,False,0.6,1.0,0.0,0.2,60,801,57.05368289637952,0.7227102910748854,-0.12372054951263751,-99.10016015962265
15,False,0.6,1.0,0.0,0.2,70,446,58.52017937219731,0.7671085447098921,-0.10048521108054963,-44.81640414192513
15,False,0.6,1.0,0.0,0.45,0,2528,57.23892405063291,0.687303936314804,-0.14356236462562574,-362.92565777358186
15,False,0.6,1.0,0.0,0.45,60,1499,57.03802535023349,0.6911773437249714,-0.14135023545179431,-211.88400294223968
15,False,0.6,1.0,0.0,0.45,70,759,57.971014492753625,0.7251615172317897,-0.12262252617476202,-93.07049736664437
15,False,0.6,1.0,1.5,0.2,0,1163,58.7274290627687,0.7683075312376547,-0.09977654164622099,-116.04011793455501
15,False,0.6,1.0,1.5,0.2,60,801,57.05368289637952,0.7227102910748854,-0.12372054951263751,-99.10016015962265
15,False,0.6,1.0,1.5,0.2,70,446,58.52017937219731,0.7671085447098921,-0.10048521108054963,-44.81640414192513
15,False,0.6,1.0,1.5,0.45,0,2528,57.23892405063291,0.687303936314804,-0.14356236462562574,-362.92565777358186
15,False,0.6,1.0,1.5,0.45,60,1499,57.03802535023349,0.6911773437249714,-0.14135023545179431,-211.88400294223968
15,False,0.6,1.0,1.5,0.45,70,759,57.971014492753625,0.7251615172317897,-0.12262252617476202,-93.07049736664437
15,False,1.0,0.5,0.0,0.2,0,1165,47.38197424892704,0.8021085871734285,-0.1111838831823709,-129.5292239074621
15,False,1.0,0.5,0.0,0.2,60,898,47.55011135857461,0.810698667544285,-0.10559302862883373,-94.82253970869269
15,False,1.0,0.5,0.0,0.2,70,515,47.96116504854369,0.8273498193509309,-0.0952688574346069,-49.063461578822555
15,False,1.0,0.5,0.0,0.45,0,2675,45.570093457943926,0.7060523200774875,-0.1770274102062825,-473.5483223018056
15,False,1.0,0.5,0.0,0.45,60,1739,46.06095457159287,0.7295863313163509,-0.1596413887999992,-277.6163751231986
15,False,1.0,0.5,0.0,0.45,70,910,47.14285714285714,0.7719756564843903,-0.13090570504990892,-119.12419159541712
15,False,1.0,0.5,1.5,0.2,0,1165,47.38197424892704,0.8021085871734285,-0.1111838831823709,-129.5292239074621
15,False,1.0,0.5,1.5,0.2,60,898,47.55011135857461,0.810698667544285,-0.10559302862883373,-94.82253970869269
15,False,1.0,0.5,1.5,0.2,70,515,47.96116504854369,0.8273498193509309,-0.0952688574346069,-49.063461578822555
15,False,1.0,0.5,1.5,0.45,0,2675,45.570093457943926,0.7060523200774875,-0.1770274102062825,-473.5483223018056
15,False,1.0,0.5,1.5,0.45,60,1739,46.06095457159287,0.7295863313163509,-0.1596413887999992,-277.6163751231986
