tf_minutes,require_bias,tp_r,sl_atr_buffer,trail_atr,spread_gate,min_score,n,wr,pf,exp,total_r
15,False,3.0,0.5,1.5,0.45,0,2656,41.94277108433735,0.6576908041984445,-0.20782318136385639,-551.9783697024026
15,False,3.0,0.5,1.5,0.45,60,1889,42.87983059820011,0.6639484904465992,-0.1992879378598461,-376.4549146172493
15,False,3.0,0.5,1.5,0.45,70,1050,43.61904761904762,0.6836070726301222,-0.1849208274400429,-194.16686881204504
15,False,3.0,1.0,0.0,0.2,0,1131,34.748010610079575,0.8916453607061037,-0.07160323898190732,-80.98326328853717
15,False,3.0,1.0,0.0,0.2,60,879,34.243458475540386,0.8564748019332195,-0.09557470541830117,-84.01016606268672
15,False,3.0,1.0,0.0,0.2,70,512,34.765625,0.8902608345990136,-0.07237511965074665,-37.056061261182286
15,False,3.0,1.0,0.0,0.45,0,2578,31.10938712179985,0.7850098654845097,-0.1547664648355509,-398.9879463460502
15,False,3.0,1.0,0.0,0.45,60,1761,31.45939806927882,0.777269441230596,-0.15839999164615903,-278.94238528888604
15,False,3.0,1.0,0.0,0.45,70,960,30.625000000000004,0.7572999861580263,-0.1723466463584064,-165.45278050407015
60,True,0.6,0.5,0.0,0.2,0,316,57.27848101265823,0.7570978404414256,-0.10232973813328441,-32.33619725011788
60,True,0.6,0.5,0.0,0.2,60,299,55.51839464882943,0.7053470792662839,-0.1291033206376697,-38.601892870663235
60,True,0.6,0.5,0.0,0.2,70,232,55.603448275862064,0.7172705486893348,-0.12174314628135299,-28.244409937273893
60,True,0.6,0.5,0.0,0.45,0,359,58.77437325905292,0.7977922525891551,-0.082770222201747,-29.714509770427174
60,True,0.6,0.5,0.0,0.45,60,333,57.05705705705706,0.7458013225123414,-0.10806514401878899,-35.985692958256735
60,True,0.6,0.5,0.0,0.45,70,255,57.25490196078431,0.763060237784933,-0.09859821208733409,-25.14254408227019
15,False,3.0,1.0,1.5,0.2,0,1149,48.738033072236725,0.861598341097681,-0.07199670080585695,-82.72420922592963
15,False,3.0,1.0,1.5,0.2,60,896,47.767857142857146,0.8195660233326695,-0.09593301253798041,-85.95597923403045
15,False,3.0,1.0,1.5,0.2,70,524,46.75572519083969,0.7907639524363073,-0.11376052192189963,-59.61051348707541
15,False,3.0,1.0,1.5,0.45,0,2619,45.780832378770526,0.7221388874009106,-0.15933466145071612,-417.29747833942554
15,False,3.0,1.0,1.5,0.45,60,1793,46.458449525934185,0.7235132092030284,-0.15593109521235707,-279.58445371575624
15,False,3.0,1.0,1.5,0.45,70,981,45.361875637104994,0.6908943593815925,-0.17675585268608246,-173.39749148504688
60,True,0.6,0.5,1.5,0.2,0,316,57.27848101265823,0.7570978404414256,-0.10232973813328441,-32.33619725011788
60,True,0.6,0.5,1.5,0.2,60,299,55.51839464882943,0.7053470792662839,-0.1291033206376697,-38.601892870663235
60,True,0.6,0.5,1.5,0.2,70,232,55.603448275862064,0.7172705486893348,-0.12174314628135299,-28.244409937273893
60,True,0.6,0.5,1.5,0.45,0,359,58.77437325905292,0.7977922525891551,-0.082770222201747,-29.714509770427174
60,True,0.6,0.5,1.5,0.45,60,333,57.05705705705706,0.7458013225123414,-0.10806514401878899,-35.985692958256735
60,True,0.6,0.5,1.5,0.45,70,255,57.25490196078431,0.763060237784933,-0.09859821208733409,-25.14254408227019
60,True,0.6,1.0,0.0,0.45,0,359,59.888579387186624,0.9167264812238964,-0.029584041717669277,-10.62067097664327
60,True,0.6,1.0,0.0,0.45,60,335,58.507462686567166,0.8652043216255287,-0.04940047368156546,-16.54915868332443
60,True,0.6,1.0,0.0,0.45,70,255,58.03921568627452,0.8574162688376277,-0.05143123683841838,-13.114965393796687
60,True,0.6,1.0,0.0,0.2,0,311,59.163987138263664,0.8785127065584374,-0.04429228926679083,-13.774901961971949
60,True,0.6,1.0,0.0,0.2,60,296,58.108108108108105,0.8377604573130817,-0.0607233782225522,-17.97411995387545
60,True,0.6,1.0,0.0,0.2,70,230,56.95652173913044,0.7991169244234386,-0.07584044346339558,-17.443301996580985
60,True,0.6,1.0,1.5,0.2,0,311,59.163987138263664,0.8785127065584374,-0.04429228926679083,-13.774901961971949
60,True,0.6,1.0,1.5,0.2,60,296,58.108108108108105,0.8377604573130817,-0.0607233782225522,-17.97411995387545
60,True,0.6,1.0,1.5,0.2,70,230,56.95652173913044,0.7991169244234386,-0.07584044346339558,-17.443301996580985
60,True,0.6,1.0,1.5,0.45,0,359,59.888579387186624,0.9167264812238964,-0.029584041717669277,-10.62067097664327
60,True,0.6,1.0,1.5,0.45,60,335,58.507462686567166,0.8652043216255287,-0.04940047368156546,-16.54915868332443
60,True,0.6,1.0,1.5,0.45,70,255,58.03921568627452,0.8574162688376277,-0.05143123683841838,-13.114965393796687
60,True,1.0,0.5,0.0,0.2,0,310,46.45161290322581,0.8048149360295609,-0.09959796681584458,-30.87536971291182
60,True,1.0,0.5,0.0,0.2,60,307,46.25407166123778,0.7981040841944969,-0.1033031822876619,-31.714076962312205
60,True,1.0,0.5,0.0,0.2,70,251,45.0199203187251,0.759607629550918,-0.12484453625295723,-31.335978599492265
60,True,1.0,0.5,0.0,0.45,0,357,47.61904761904761,0.8499042811853214,-0.07475992633589715,-26.689293701915282
60,True,1.0,0.5,0.0,0.45,60,347,46.97406340057637,0.8279764056412915,-0.08650204575427195,-30.01620987673237
60,True,1.0,0.5,0.0,0.45,70,282,46.09929078014184,0.8058641453351143,-0.09794914302846709,-27.62165833402772
60,True,1.0,0.5,1.5,0.2,0,310,46.45161290322581,0.8048149360295609,-0.09959796681584458,-30.87536971291182
60,True,1.0,0.5,1.5,0.2,60,307,46.25407166123778,0.7981040841944969,-0.1033031822876619,-31.714076962312205
60,True,1.0,0.5,1.5,0.2,70,251,45.0199203187251,0.759607629550918,-0.12484453625295723,-31.335978599492265
60,True,1.0,0.5,1.5,0.45,0,357,47.61904761904761,0.8499042811853214,-0.07475992633589715,-26.689293701915282
60,True,1.0,0.5,1.5,0.45,60,347,46.97406340057637,0.8279764056412915,-0.08650204575427195,-30.01620987673237
60,True,1.0,0.5,1.5,0.45,70,282,46.09929078014184,0.8058641453351143,-0.09794914302846709,-27.62165833402772
60,True,1.0,1.0,0.0,0.2,0,307,48.85993485342019,0.8927199888330473,-0.046520752295780836,-14.281870954804717
60,True,1.0,1.0,0.0,0.2,60,304,48.68421052631579,0.8851824935538869,-0.04987381692351658,-15.16164034474904
60,True,1.0,1.0,0.0,0.2,70,251,47.808764940239044,0.8288490650974846,-0.07557833097948716,-18.970161075851276
60,True,1.0,1.0,0.0,0.45,0,353,49.57507082152974,0.9286663823978715,-0.030253477902342722,-10.67947769952698
60,True,1.0,1.0,0.0,0.45,60,343,49.27113702623907,0.9181953279125455,-0.03467406843612863,-11.893205473592118
60,True,1.0,1.0,0.0,0.45,70,283,48.76325088339223,0.8783673189629438,-0.05167372682836855,-14.6236646924283
60,True,1.0,1.0,1.5,0.45,0,353,49.57507082152974,0.9286663823978715,-0.030253477902342722,-10.67947769952698
60,True,1.0,1.0,1.5,0.45,60,343,49.27113702623907,0.9181953279125455,-0.03467406843612863,-11.893205473592118
60,True,1.0,1.0,1.5,0.45,70,283,48.76325088339223,0.8783673189629438,-0.05167372682836855,-14.6236646924283
60,True,1.0,1.0,1.5,0.2,0,307,48.85993485342019,0.8927199888330473,-0.046520752295780836,-14.281870954804717
60,True,1.0,1.0,1.5,0.2,60,304,48.68421052631579,0.8851824935538869,-0.04987381692351658,-15.16164034474904
60,True,1.0,1.0,1.5,0.2,70,251,47.808764940239044,0.8288490650974846,-0.07557833097948716,-18.970161075851276
60,True,1.5,0.5,0.0,0.2,0,309,40.45307443365696,0.8063211017992533,-0.10865071303905889,-33.573070329069196
60,True,1.5,0.5,0.0,0.2,60,306,40.19607843137255,0.7944046788102327,-0.11572476332833197,-35.41177757846958
60,True,1.5,0.5,0.0,0.2,70,265,39.24528301886793,0.7445644133263362,-0.1453905211792291,-38.52848811249571
60,True,1.5,0.5,0.0,0.45,0,355,40.845070422535215,0.8213575824617998,-0.10007423499077274,-35.52635342172432
60,True,1.5,0.5,0.0,0.45,60,348,40.229885057471265,0.7934422060239567,-0.11673893715488932,-40.625150129901485
60,True,1.5,0.5,0.0,0.45,70,300,40.33333333333333,0.7888269682298447,-0.11738907713386261,-35.216723140158784
60,True,1.5,0.5,1.5,0.2,0,309,42.71844660194174,0.7670263685782883,-0.11976876713585234,-37.00854904497837
60,True,1.5,0.5,1.5,0.2,60,306,42.48366013071895,0.7537403403417131,-0.12695181795548613,-38.84725629437876
60,True,1.5,0.5,1.5,0.2,70,265,41.509433962264154,0.6983125349693999,-0.15667454658203883,-41.51875484424029
60,True,1.5,0.5,1.5,0.45,0,355,44.225352112676056,0.8155058086649883,-0.0924581930965395,-32.82265854927152
60,True,1.5,0.5,1.5,0.45,60,348,43.67816091954023,0.7841872078589407,-0.10896969901565716,-37.92145525744869
60,True,1.5,0.5,1.5,0.45,70,300,43.333333333333336,0.7586201332521377,-0.12161488483649917,-36.48446545094975
60,True,1.5,1.0,0.0,0.2,0,307,45.928338762214985,0.8794660317301422,-0.05531637735290017,-16.98212784734035
60,True,1.5,1.0,0.0,0.2,60,304,45.723684210526315,0.8668342551207775,-0.061244704688710676,-18.618390225368046
60,True,1.5,1.0,0.0,0.2,70,261,44.827586206896555,0.8144772642557594,-0.08626883652902834,-22.516166334076395
60,True,1.5,1.0,0.0,0.45,0,353,46.45892351274787,0.9044566547826157,-0.043060178093426035,-15.20024286697939
60,True,1.5,1.0,0.0,0.45,60,346,46.24277456647399,0.8893831297424882,-0.05012847809248056,-17.344453419998274
60,True,1.5,1.0,0.0,0.45,70,294,45.91836734693878,0.8610257643030497,-0.0623105322683441,-18.319296486893165
60,True,1.5,1.0,1.5,0.2,0,307,47.88273615635179,0.8735867334477669,-0.05500053739022148,-16.885164978797995
60,True,1.5,1.0,1.5,0.2,60,304,47.69736842105263,0.8602093144294823,-0.06092574788429504,-18.521427356825694
60,True,1.5,1.0,1.5,0.2,70,261,47.509578544061306,0.8262268378031441,-0.0759152134865745,-19.813870719995943
60,True,1.5,1.0,1.5,0.45,0,353,48.725212464589234,0.8886226858371804,-0.0473766307848518,-16.723950667052684
60,True,1.5,1.0,1.5,0.45,60,346,48.26589595375722,0.8733407288228303,-0.054182935229955605,-18.74729558956464
60,True,1.5,1.0,1.5,0.45,70,294,48.29931972789115,0.8489788390559185,-0.06393913553370853,-18.798105846910307
60,True,2.0,0.5,0.0,0.2,0,309,37.86407766990291,0.7788651031571675,-0.12972678114349,-40.085575373338415
60,True,2.0,0.5,0.0,0.2,60,306,37.58169934640523,0.7633703231790808,-0.1393240448539712,-42.63315772531519
60,True,2.0,0.5,0.0,0.2,70,263,36.88212927756654,0.7409756503211019,-0.15317937776911364,-40.286176353276886
60,True,2.0,0.5,0.0,0.45,0,355,38.309859154929576,0.7932606349933645,-0.12056784642935346,-42.80158548242048
60,True,2.0,0.5,0.0,0.45,60,348,38.2183908045977,0.7793649042678301,-0.12905121506713318,-44.90982284336235
60,True,2.0,0.5,0.0,0.45,70,297,38.38383838383838,0.7888948566119509,-0.12109462536190314,-35.96510373248523
60,True,2.0,0.5,1.5,0.2,0,309,42.07119741100323,0.7464450672420206,-0.13076228542232124,-40.405546195497266
60,True,2.0,0.5,1.5,0.2,60,306,41.830065359477125,0.7285783407809426,-0.14036970113553607,-42.95312854747404
60,True,2.0,0.5,1.5,0.2,70,263,41.06463878326996,0.6874820443489112,-0.16282094021934007,-42.821907277686435
60,True,2.0,0.5,1.5,0.45,0,355,43.66197183098591,0.7771593339091859,-0.11199119454401307,-39.75687406312464
60,True,2.0,0.5,1.5,0.45,60,348,43.103448275862064,0.7553537327555965,-0.12388227281930873,-43.11103094111944
60,True,2.0,0.5,1.5,0.45,70,297,43.09764309764309,0.7345293086375001,-0.133586956674997,-39.67532613247411
60,True,2.0,1.0,0.0,0.45,0,353,45.3257790368272,0.8747204884729866,-0.05714922648920044,-20.173676950687756
60,True,2.0,1.0,0.0,0.45,60,346,45.08670520231214,0.8630777382610155,-0.06281575611231208,-21.73425161485998
60,True,2.0,1.0,0.0,0.45,70,293,45.051194539249146,0.8347227670696782,-0.07484925174151767,-21.93083076026468
60,True,2.0,1.0,0.0,0.2,0,307,45.27687296416938,0.834350163096849,-0.07676671936909266,-23.567382846311446
60,True,2.0,1.0,0.0,0.2,60,304,45.06578947368421,0.8291725394330183,-0.07934213597201474,-24.12000933549248
60,True,2.0,1.0,0.0,0.2,70,260,44.230769230769226,0.781757419796579,-0.10215016034469326,-26.559041689620248
60,True,2.0,1.0,1.5,0.2,0,307,47.88273615635179,0.8095683011290661,-0.08285400780863837,-25.43618039725198
60,True,2.0,1.0,1.5,0.2,60,304,47.69736842105263,0.8004496243091888,-0.0869711442499631,-26.439227851988782
60,True,2.0,1.0,1.5,0.2,70,260,47.69230769230769,0.7792971002026848,-0.09589451739802943,-24.932574523487652
60,True,2.0,1.0,1.5,0.45,0,353,48.725212464589234,0.8602985708356681,-0.05942487551781994,-20.97698105779044
60,True,2.0,1.0,1.5,0.45,60,346,48.26589595375722,0.8488847646699064,-0.06464482964454192,-22.367111057011506
60,True,2.0,1.0,1.5,0.45,70,293,48.4641638225256,0.8264732638828386,-0.07309491348260073,-21.416809650402016
60,True,3.0,0.5,0.0,0.45,0,355,37.74647887323944,0.738482150935282,-0.15379368905465557,-54.59675961440273
60,True,3.0,0.5,0.0,0.45,60,348,37.64367816091954,0.725975814154892,-0.16164679396940812,-56.25308430135402
60,True,3.0,0.5,0.0,0.45,70,292,38.013698630136986,0.7439082757350848,-0.14757166159349244,-43.090925185299795
60,True,3.0,0.5,0.0,0.2,0,309,37.54045307443366,0.6948129087312256,-0.17970446538021279,-55.52867980248575
60,True,3.0,0.5,0.0,0.2,60,306,37.254901960784316,0.6868916298975546,-0.1850468937270325,-56.62434948047195
60,True,3.0,0.5,0.0,0.2,70,259,37.06563706563706,0.6974239910585694,-0.17800430034554032,-46.10311378949494
60,True,3.0,0.5,1.5,0.45,0,355,43.66197183098591,0.7253981589415689,-0.1380043810835953,-48.99155528467633
60,True,3.0,0.5,1.5,0.45,60,348,43.103448275862064,0.7078234243960948,-0.14795033931261567,-51.486718080790254
60,True,3.0,0.5,1.5,0.45,70,292,43.15068493150685,0.6818832035809452,-0.15937542181311157,-46.53762316942858
60,True,3.0,0.5,1.5,0.2,0,309,42.07119741100323,0.6593473099069618,-0.17567997517266037,-54.28511232835206
60,True,3.0,0.5,1.5,0.2,60,306,41.830065359477125,0.646301091379875,-0.1829205901910064,-55.97370059844796
60,True,3.0,0.5,1.5,0.2,70,259,41.312741312741316,0.6236956725077144,-0.19448754792348424,-50.37227491218242
60,True,3.0,1.0,0.0,0.45,0,352,44.60227272727273,0.8416363594869968,-0.07273784575782169,-25.603721706753234
60,True,3.0,1.0,0.0,0.45,60,342,44.15204678362573,0.8304755019785601,-0.07846800343844872,-26.836057175949463
60,True,3.0,1.0,0.0,0.45,70,280,44.285714285714285,0.7934823561713941,-0.09390228219232115,-26.29263901384992
60,True,3.0,1.0,0.0,0.2,0,307,44.62540716612378,0.7976397937246902,-0.09420607637095467,-28.921265445883083
60,True,3.0,1.0,0.0,0.2,60,302,44.03973509933775,0.7882836448695286,-0.09943839238086849,-30.030394499022286
60,True,3.0,1.0,0.0,0.2,70,249,43.373493975903614,0.7308566491886527,-0.12687641637348207,-31.592227676997037
60,True,3.0,1.0,1.5,0.45,0,353,48.725212464589234,0.8088217482222754,-0.08132160051306274,-28.706524981111148
60,True,3.0,1.0,1.5,0.45,60,343,48.10495626822158,0.7946986619292337,-0.08794670916894613,-30.165721244948525
60,True,3.0,1.0,1.5,0.45,70,281,48.04270462633452,0.7777815699666724,-0.09407974417503935,-26.436408113186058
60,True,3.0,1.0,1.5,0.2,0,307,47.88273615635179,0.7765200790131328,-0.09723279909963531,-29.85046932358804
60,True,3.0,1.0,1.5,0.2,60,302,47.35099337748344,0.7584621633821007,-0.10596792906957131,-32.00231457901054
60,True,3.0,1.0,1.5,0.2,70,249,46.98795180722892,0.7412561859504938,-0.1138644862343779,-28.3522570723601
60,False,0.6,0.5,0.0,0.2,0,907,58.10363836824697,0.7650795906548175,-0.09877833986308752,-89.59195425582038
60,False,0.6,0.5,0.0,0.2,60,567,56.4373897707231,0.7272346826618358,-0.1173102413051214,-66.51490682000383
60,False,0.6,0.5,0.0,0.2,70,309,55.663430420711975,0.7214851277555626,-0.11903342819233649,-36.781329311431975
60,False,0.6,0.5,0.0,0.45,0,1057,58.46736045411542,0.7704544850168942,-0.09629923252343363,-101.78828877726934
60,False,0.6,0.5,0.0,0.45,60,641,56.31825273010921,0.7156822015773135,-0.12382506756527467,-79.37186830934107
60,False,0.6,0.5,0.0,0.45,70,343,56.559766763848394,0.74492299546898,-0.10709366022930222,-36.73312545865066
60,False,0.6,0.5,1.5,0.2,0,907,58.10363836824697,0.7650795906548175,-0.09877833986308752,-89.59195425582038
60,False,0.6,0.5,1.5,0.2,60,567,56.4373897707231,0.7272346826618358,-0.1173102413051214,-66.51490682000383
60,False,0.6,0.5,1.5,0.2,70,309,55.663430420711975,0.7214851277555626,-0.11903342819233649,-36.781329311431975
60,False,0.6,0.5,1.5,0.45,0,1057,58.46736045411542,0.7704544850168942,-0.09629923252343363,-101.78828877726934
60,False,0.6,0.5,1.5,0.45,60,641,56.31825273010921,0.7156822015773135,-0.12382506756527467,-79.37186830934107
60,False,0.6,0.5,1.5,0.45,70,343,56.559766763848394,0.74492299546898,-0.10709366022930222,-36.73312545865066
60,False,0.6,1.0,0.0,0.2,0,895,57.20670391061452,0.8113139238224109,-0.07256237423440762,-64.94332493979482
60,False,0.6,1.0,0.0,0.2,60,570,54.736842105263165,0.7551353642796312,-0.09673829838280422,-55.140830078198405
60,False,0.6,1.0,0.0,0.2,70,307,54.72312703583062,0.7673575595639457,-0.08825079704386576,-27.09299469246679
60,False,0.6,1.0,0.0,0.45,0,1073,56.66356011183598,0.7866389881210909,-0.08387913036139387,-90.00230687777562
60,False,0.6,1.0,0.0,0.45,60,652,54.141104294478524,0.7372829849650283,-0.10541198112344517,-68.72861169248625
60,False,0.6,1.0,0.0,0.45,70,345,55.362318840579704,0.8037526022870998,-0.07228507800363003,-24.93835191125236
60,False,0.6,1.0,1.5,0.2,0,895,57.20670391061452,0.8113139238224109,-0.07256237423440762,-64.94332493979482
60,False,0.6,1.0,1.5,0.2,60,570,54.736842105263165,0.7551353642796312,-0.09673829838280422,-55.140830078198405
60,False,0.6,1.0,1.5,0.2,70,307,54.72312703583062,0.7673575595639457,-0.08825079704386576,-27.09299469246679
60,False,0.6,1.0,1.5,0.45,0,1073,56.66356011183598,0.7866389881210909,-0.08387913036139387,-90.00230687777562
60,False,0.6,1.0,1.5,0.45,60,652,54.141104294478524,0.7372829849650283,-0.10541198112344517,-68.72861169248625
60,False,0.6,1.0,1.5,0.45,70,345,55.362318840579704,0.8037526022870998,-0.07228507800363003,-24.93835191125236
60,False,1.0,0.5,0.0,0.45,0,1076,47.11895910780669,0.7980544585961241,-0.10504153449095897,-113.02469111227185
60,False,1.0,0.5,0.0,0.45,60,744,46.50537634408602,0.7784563666046025,-0.11472202988322175,-85.35319023311698
60,False,1.0,0.5,0.0,0.45,70,423,46.808510638297875,0.8283759034950735,-0.08457155824650514,-35.773769138271675
60,False,1.0,0.5,0.0,0.2,0,898,47.772828507795104,0.8245864598688017,-0.08907645638081288,-79.99065782996996
60,False,1.0,0.5,0.0,0.2,60,653,46.70750382848392,0.7867501189702273,-0.10914267693758044,-71.27016804024002
60,False,1.0,0.5,0.0,0.2,70,377,46.41909814323608,0.808430605289748,-0.09525118313204563,-35.9096960407812
60,False,1.0,0.5,1.5,0.2,0,898,47.772828507795104,0.8245864598688017,-0.08907645638081288,-79.99065782996996
60,False,1.0,0.5,1.5,0.2,60,653,46.70750382848392,0.7867501189702273,-0.10914267693758044,-71.27016804024002
60,False,1.0,0.5,1.5,0.2,70,377,46.41909814323608,0.808430605289748,-0.09525118313204563,-35.9096960407812
60,False,1.0,0.5,1.5,0.45,0,1076,47.11895910780669,0.7980544585961241,-0.10504153449095897,-113.02469111227185
60,False,1.0,0.5,1.5,0.45,60,744,46.50537634408602,0.7784563666046025,-0.11472202988322175,-85.35319023311698
60,False,1.0,0.5,1.5,0.45,70,423,46.808510638297875,0.8283759034950735,-0.08457155824650514,-35.773769138271675
60,False,1.0,1.0,0.0,0.2,0,888,47.072072072072075,0.8121933436542206,-0.0867170382688986,-77.00472998278195
60,False,1.0,1.0,0.0,0.2,60,651,46.39016897081413,0.7856063601990793,-0.09860222348318219,-64.19004748755161
60,False,1.0,1.0,0.0,0.2,70,377,46.684350132625994,0.8019360579859995,-0.08794809962596734,-33.15643355898968
60,False,1.0,1.0,0.0,0.45,0,1063,46.566321730950136,0.791472876961522,-0.09847314281778481,-104.67695081530526
60,False,1.0,1.0,0.0,0.45,60,743,46.16419919246299,0.7754559146898549,-0.10439347737383528,-77.56435368875961
60,False,1.0,1.0,0.0,0.45,70,427,47.07259953161593,0.825001942738513,-0.0766485036138417,-32.72891104311041
60,False,1.0,1.0,1.5,0.2,0,888,47.072072072072075,0.8121933436542206,-0.0867170382688986,-77.00472998278195
60,False,1.0,1.0,1.5,0.2,60,651,46.39016897081413,0.7856063601990793,-0.09860222348318219,-64.19004748755161
60,False,1.0,1.0,1.5,0.2,70,377,46.684350132625994,0.8019360579859995,-0.08794809962596734,-33.15643355898968
60,False,1.0,1.0,1.5,0.45,0,1063,46.566321730950136,0.791472876961522,-0.09847314281778481,-104.67695081530526
60,False,1.0,1.0,1.5,0.45,60,743,46.16419919246299,0.7754559146898549,-0.10439347737383528,-77.56435368875961
60,False,1.0,1.0,1.5,0.45,70,427,47.07259953161593,0.825001942738513,-0.0766485036138417,-32.72891104311041
60,False,1.5,0.5,0.0,0.2,0,894,41.387024608501115,0.8208522390602597,-0.10059093789415889,-89.92829847737805
60,False,1.5,0.5,0.0,0.2,60,693,40.4040404040404,0.7714939664648238,-0.12895800645062072,-89.36789847028015
60,False,1.5,0.5,0.0,0.2,70,423,39.71631205673759,0.764433846109287,-0.13244443590484836,-56.023996387750856
60,False,1.5,0.5,0.0,0.45,0,1070,40.654205607476634,0.7997665319084732,-0.11555230215916903,-123.64096331031087
60,False,1.5,0.5,0.0,0.45,60,805,39.62732919254658,0.7431895873491159,-0.14927565587318883,-120.166902977917
60,False,1.5,0.5,0.0,0.45,70,483,39.958592132505174,0.7808283294864926,-0.12338614317626445,-59.59550715413573
60,False,1.5,0.5,1.5,0.45,0,1073,42.590866728797764,0.7544781716996691,-0.1289994331709509,-138.41639179243032
60,False,1.5,0.5,1.5,0.45,60,808,42.07920792079208,0.7078510505668144,-0.15246177647467754,-123.18911539153946
60,False,1.5,0.5,1.5,0.45,70,483,41.821946169772254,0.747467443132545,-0.1277133882771513,-61.685566537864084
60,False,1.5,0.5,1.5,0.2,0,896,42.745535714285715,0.7634641434056538,-0.12148313284119307,-108.84888702570899
60,False,1.5,0.5,1.5,0.2,60,695,42.014388489208635,0.7161716633760982,-0.14562657244631372,-101.21046785018802
60,False,1.5,0.5,1.5,0.2,70,423,40.8983451536643,0.7244115019556862,-0.1392186840390399,-58.88950334851387
60,False,1.5,1.0,0.0,0.45,0,1061,43.07257304429783,0.7985579509437384,-0.10040835356504545,-106.53326313251321
60,False,1.5,1.0,0.0,0.45,60,794,42.19143576826197,0.7409583802504349,-0.12933007003610736,-102.68807560866925
60,False,1.5,1.0,0.0,0.45,70,470,42.97872340425532,0.8036027704786601,-0.09210469083392339,-43.28920469194399
60,False,1.5,1.0,0.0,0.2,0,887,44.081172491544535,0.8240778124549027,-0.08485676775131772,-75.26795299541881
60,False,1.5,1.0,0.0,0.2,60,685,43.06569343065693,0.7702897042725402,-0.11127524447229356,-76.22354246352108
60,False,1.5,1.0,0.0,0.2,70,414,43.23671497584541,0.8037817716106912,-0.09166833121806688,-37.950689124279684
60,False,1.5,1.0,1.5,0.2,0,887,46.11048478015783,0.7895879699120303,-0.09728506980991579,-86.29185692139531
60,False,1.5,1.0,1.5,0.2,60,685,45.10948905109489,0.73731749611378,-0.12139220719809009,-83.15366193069171
60,False,1.5,1.0,1.5,0.2,70,414,46.13526570048309,0.8119611487766056,-0.08357041113005503,-34.598150207842785
60,False,1.5,1.0,1.5,0.45,0,1062,45.66854990583804,0.7706859024428271,-0.10843334290161329,-115.15621016151331
60,False,1.5,1.0,1.5,0.45,60,795,44.65408805031446,0.7207230676573049,-0.13196137056667356,-104.90928960050549
60,False,1.5,1.0,1.5,0.45,70,470,46.170212765957444,0.8147416903423299,-0.08171562341781197,-38.40634300637162
60,False,2.0,0.5,0.0,0.45,0,1070,38.13084112149533,0.7937049720727113,-0.12371554340458588,-132.3756314429069
60,False,2.0,0.5,0.0,0.45,60,801,37.07865168539326,0.7251655644475491,-0.1660360654770155,-132.9948884470894
60,False,2.0,0.5,0.0,0.45,70,476,37.39495798319328,0.7755236855156399,-0.13083031553008315,-62.27523019231958
60,False,2.0,0.5,0.0,0.2,0,894,39.37360178970917,0.8226299229571036,-0.10272388948912801,-91.83515720328045
60,False,2.0,0.5,0.0,0.2,60,691,38.06078147612156,0.7563328527864547,-0.14262716049771837,-98.5553679039234
60,False,2.0,0.5,0.0,0.2,70,419,37.23150357995227,0.7653434962281378,-0.13649518313727074,-57.19148173451644
60,False,2.0,0.5,1.5,0.2,0,896,42.52232142857143,0.7725096754650556,-0.11696517998103535,-104.80080126300767
60,False,2.0,0.5,1.5,0.2,60,693,41.55844155844156,0.7155172321534092,-0.14659017645531952,-101.58699228353643
60,False,2.0,0.5,1.5,0.2,70,419,40.572792362768496,0.7349069233296535,-0.1341437631694338,-56.20623676799276
60,False,2.0,0.5,1.5,0.45,0,1073,42.311276794035415,0.7513850275360603,-0.13077297992548859,-140.31940746004926
60,False,2.0,0.5,1.5,0.45,60,804,41.54228855721393,0.7003809413787236,-0.15695923874495268,-126.19522795094196
60,False,2.0,0.5,1.5,0.45,70,476,41.596638655462186,0.759783343472592,-0.12064685961012167,-57.427905174417916
60,False,2.0,1.0,0.0,0.45,0,1059,41.83191690273843,0.7960104039624516,-0.10321918787846605,-109.30911996329556
60,False,2.0,1.0,0.0,0.45,60,786,40.839694656488554,0.7309430123383553,-0.13685756402050991,-107.5700453201208
60,False,2.0,1.0,0.0,0.45,70,466,41.84549356223176,0.7807051620265616,-0.10432055589549048,-48.613379047298565
60,False,2.0,1.0,0.0,0.2,0,887,43.06651634723788,0.8259521239375134,-0.08522877825668818,-75.59792631368241
60,False,2.0,1.0,0.0,0.2,60,677,41.802067946824224,0.7571719447287149,-0.12003598725008208,-81.26436336830557
60,False,2.0,1.0,0.0,0.2,70,410,42.19512195121951,0.77420707435085,-0.1069103216841907,-43.83323189051819
60,False,2.0,1.0,1.5,0.2,0,887,46.11048478015783,0.7978618676644893,-0.09345959119963126,-82.89865739407293
60,False,2.0,1.0,1.5,0.2,60,677,44.608567208271786,0.7194941729215045,-0.13073055314520113,-88.50458447930116
60,False,2.0,1.0,1.5,0.2,70,410,46.09756097560976,0.7870759484071284,-0.09447393691752658,-38.734314136185894
60,False,2.0,1.0,1.5,0.45,0,1062,45.5743879472693,0.7757511337783506,-0.1060691312581474,-112.64541739615254
60,False,2.0,1.0,1.5,0.45,60,787,44.09148665819568,0.70297188970075,-0.14143920874232388,-111.3126572802089
60,False,2.0,1.0,1.5,0.45,70,466,46.137339055793994,0.7995979467875486,-0.08826024874496953,-41.1292759151558
60,False,3.0,0.5,0.0,0.45,0,1069,36.76333021515435,0.7812405810406351,-0.13327181217975584,-142.467567220159
