retr_frac,sl_atr_buffer,tp_r,tp1_frac,breakeven_after_tp1,entry_expiry,min_score,n,wr,pf,exp,total_r
0.35,1.1,2.0,0.5,True,10,75,83,37.34939759036144,0.5589669984360108,-0.25063009480593,-20.802297868892193
0.35,1.1,2.0,0.5,False,6,0,256,40.625,0.7311274445569689,-0.1382224440564058,-35.384945678439884
0.35,1.1,2.0,0.5,False,6,55,251,41.03585657370518,0.7388728368708632,-0.1334745525444952,-33.50211268866829
0.35,1.1,2.0,0.5,False,6,60,238,42.016806722689076,0.774022081529468,-0.11397424882916347,-27.12587122134091
0.35,1.1,2.0,0.5,False,6,65,202,42.07920792079208,0.817189223671501,-0.0889881141989216,-17.975599068182163
0.35,1.1,2.0,0.5,False,6,70,140,43.57142857142857,0.9629594931851316,-0.01614648902574064,-2.2605084636036894
0.35,1.1,2.0,0.5,False,6,75,70,34.285714285714285,0.6240817305510921,-0.20581364385543513,-14.406955069880459
0.35,1.1,2.0,0.5,False,10,0,274,40.51094890510949,0.7259086513430796,-0.1420648114117288,-38.92575832681369
0.35,1.1,2.0,0.5,False,10,55,268,40.67164179104478,0.7291408236796819,-0.140190484876609,-37.57104994693122
0.35,1.1,2.0,0.5,False,10,60,255,41.568627450980394,0.7608681988664376,-0.12233258227295622,-31.194808479603836
0.35,1.1,2.0,0.5,False,10,65,218,41.74311926605505,0.8011390206211623,-0.09824142894620186,-21.416631510272005
0.35,1.1,2.0,0.5,False,10,70,155,42.58064516129032,0.8982465691772287,-0.046205760979657444,-7.161892951846903
0.35,1.1,2.0,0.5,False,10,75,82,34.146341463414636,0.5811735325768788,-0.23618977673574296,-19.367561692330924
0.35,1.1,2.0,0.0,False,6,0,256,36.328125,0.6968461651239695,-0.18135595918606923,-46.42712555163372
0.35,1.1,2.0,0.0,False,6,55,251,36.65338645418327,0.7041749549086339,-0.17539823282713074,-44.02495643960982
0.35,1.1,2.0,0.0,False,6,60,238,37.81512605042017,0.7497069828464343,-0.14536292097577463,-34.59637519223436
0.35,1.1,2.0,0.0,False,6,65,202,38.11881188118812,0.791180928622343,-0.11862328460545735,-23.961903490302383
0.35,1.1,2.0,0.0,False,6,70,140,39.285714285714285,0.8965847713962106,-0.05488038299540751,-7.6832536193570515
0.35,1.1,2.0,0.0,False,6,75,70,32.857142857142854,0.6795865772265571,-0.1897329642038756,-13.28130749427129
0.35,1.1,2.0,0.0,False,10,0,274,36.13138686131387,0.6924918918960167,-0.18438744929133882,-50.52216110582684
0.35,1.1,2.0,0.0,False,10,55,268,36.19402985074627,0.6984800268765775,-0.17997729365734372,-48.233914700168114
0.35,1.1,2.0,0.0,False,10,60,255,37.254901960784316,0.7402097564263311,-0.15217777824624576,-38.80533345279267
0.35,1.1,2.0,0.0,False,10,65,218,37.61467889908257,0.7830416739310808,-0.12425624714132087,-27.08786187680795
0.35,1.1,2.0,0.0,False,10,70,155,38.064516129032256,0.8486797712337344,-0.08238428420655483,-12.769564052016
0.35,1.1,2.0,0.0,False,10,75,82,31.70731707317073,0.6222490261000486,-0.23081512269679857,-18.926840061137483
0.35,1.1,2.5,0.0,False,6,0,264,35.22727272727273,0.6784365423757155,-0.19747847758518422,-52.13431808248863
0.35,1.1,2.5,0.0,False,6,55,261,35.63218390804598,0.6922757309878431,-0.18733044904839835,-48.89324720163197
0.35,1.1,2.5,0.0,False,6,60,256,35.546875,0.6820511163451768,-0.1951562568155265,-49.960001744774786
0.35,1.1,2.5,0.0,False,6,65,238,36.554621848739494,0.7319407057732722,-0.1596738919733648,-38.00238628966082
0.35,1.1,2.5,0.0,False,6,70,184,39.67391304347826,0.8808956974969249,-0.06459442021011275,-11.885373318660745
0.35,1.1,2.5,0.0,False,6,75,106,38.67924528301887,0.8661251960212221,-0.0735513378913917,-7.796441816487521
0.35,1.1,2.5,0.0,False,10,0,282,35.1063829787234,0.6841491017006243,-0.19407572211589275,-54.72935363668175
0.35,1.1,2.5,0.0,False,10,55,279,35.483870967741936,0.6971898154064838,-0.18454581632912215,-51.48828275582508
0.35,1.1,2.5,0.0,False,10,60,273,35.16483516483517,0.6870168135891006,-0.19292659342612853,-52.66896000533309
0.35,1.1,2.5,0.0,False,10,65,255,36.07843137254902,0.7340162847499928,-0.1595035274526647,-40.6733995004295
0.35,1.1,2.5,0.0,False,10,70,198,38.88888888888889,0.8628927496565664,-0.0753619768867738,-14.921671423581213
0.35,1.1,2.5,0.0,False,10,75,116,38.793103448275865,0.886256126976114,-0.062452274342719036,-7.244463823755408
0.35,1.1,2.5,0.5,True,6,0,266,46.2406015037594,0.6883930393433282,-0.1634811410293234,-43.48598351380002
0.35,1.1,2.5,0.5,True,6,55,263,46.38783269961977,0.696094025120646,-0.1587994249246984,-41.76424875519568
0.35,1.1,2.5,0.5,True,6,60,258,46.12403100775194,0.692086652141232,-0.16228239369828779,-41.86885757415825
0.35,1.1,2.5,0.5,True,6,65,240,47.083333333333336,0.73869321715433,-0.1336840913018614,-32.08418191244674
0.35,1.1,2.5,0.5,True,6,70,186,50.0,0.8891374516975661,-0.051200128068557504,-9.523223820751696
0.35,1.1,2.5,0.5,True,6,75,107,48.598130841121495,0.8464010325714757,-0.07255158942360737,-7.763020068325989
0.35,1.1,2.5,0.5,True,10,0,284,45.774647887323944,0.6839770601949522,-0.16687626817235324,-47.39286016094832
0.35,1.1,2.5,0.5,True,10,55,281,45.90747330960854,0.6910720503104847,-0.16253069538200704,-45.671125402343975
0.35,1.1,2.5,0.5,True,10,60,275,45.45454545454545,0.6844747255719057,-0.16796118188891546,-46.18932501945175
0.35,1.1,2.5,0.5,True,10,65,257,46.30350194552529,0.7240311455185084,-0.14302718708038623,-36.75798707965926
0.35,1.1,2.5,0.5,True,10,70,200,49.0,0.8667170519967934,-0.06278155885081123,-12.556311770162246
0.35,1.1,2.5,0.5,True,10,75,117,48.717948717948715,0.8695634984287359,-0.06160540102635866,-7.207831920083963
0.35,1.1,3.0,0.5,True,6,0,266,46.2406015037594,0.7020638661140519,-0.156308893161104,-41.578165580853664
0.35,1.1,3.0,0.5,True,6,55,264,46.21212121212121,0.7045483497960277,-0.1549819747275225,-40.91524132806594
0.35,1.1,3.0,0.5,True,6,60,260,46.15384615384615,0.7076219385390581,-0.15331834720882867,-39.86277027429546
0.35,1.1,3.0,0.5,True,6,65,243,46.50205761316872,0.7345033085703997,-0.13775390069530766,-33.47419786895976
0.35,1.1,3.0,0.5,True,6,70,196,48.46938775510204,0.8363860495615708,-0.07902314796773463,-15.488537001675986
0.35,1.1,3.0,0.5,True,6,75,113,49.557522123893804,0.9102610153420244,-0.041220232444718806,-4.657886266253225
0.35,1.1,3.0,0.5,True,10,0,284,45.774647887323944,0.7000327635034439,-0.15839803601409141,-44.98504222800196
0.35,1.1,3.0,0.5,True,10,55,282,45.744680851063826,0.7023289038725735,-0.15717063111778098,-44.32211797521424
0.35,1.1,3.0,0.5,True,10,60,277,45.48736462093863,0.7023336973119821,-0.15770121920429228,-43.68323771958896
0.35,1.1,3.0,0.5,True,10,65,260,45.76923076923077,0.7241782837633541,-0.14480001167758572,-37.648003036172284
0.35,1.1,3.0,0.5,True,10,70,210,47.61904761904761,0.8249850111118542,-0.08581726167184067,-18.02162495108654
0.35,1.1,3.0,0.5,True,10,75,126,48.41269841269841,0.8962655880469055,-0.04870351277490339,-6.136642609637827
0.35,1.1,3.0,0.5,False,6,0,264,39.39393939393939,0.7234784234617725,-0.14618213787018908,-38.59208439772992
0.35,1.1,3.0,0.5,False,6,55,262,39.69465648854962,0.7295575583141776,-0.14285938986619162,-37.4291601449422
0.35,1.1,3.0,0.5,False,6,60,258,39.53488372093023,0.7218904375204128,-0.14687615782620891,-37.8940487191619
0.35,1.1,3.0,0.5,False,6,65,241,40.24896265560166,0.7552539409598557,-0.12781415645406852,-30.803211705430513
0.35,1.1,3.0,0.5,False,6,70,194,42.2680412371134,0.8566617786208677,-0.06964985582873846,-13.512072030775261
0.35,1.1,3.0,0.5,False,6,75,112,42.857142857142854,0.9402334796999603,-0.027358948232798882,-3.0642022020734747
0.35,1.1,3.0,0.5,False,10,0,282,39.361702127659576,0.7283710792334119,-0.14445959605408348,-40.73760608725154
0.35,1.1,3.0,0.5,False,10,55,280,39.64285714285714,0.7340630847971558,-0.14133814940879935,-39.57468183446382
0.35,1.1,3.0,0.5,False,10,60,275,39.27272727272727,0.7234053344856997,-0.1475188909766278,-40.56769501857264
0.35,1.1,3.0,0.5,False,10,65,258,39.922480620155035,0.7512738975958172,-0.13137212408112903,-33.89400801293129
0.35,1.1,3.0,0.5,False,10,70,208,41.82692307692308,0.8404715224649503,-0.07867040476576921,-16.363444191279996
0.35,1.1,3.0,0.5,False,10,75,125,42.4,0.9169330284865975,-0.03888994205241815,-4.861242756552269
0.35,1.1,2.5,0.5,False,6,0,264,39.39393939393939,0.7028523713241764,-0.15708602622148,-41.470710922470715
0.35,1.1,2.5,0.5,False,6,55,261,39.84674329501915,0.7142222644445076,-0.15037921901864507,-39.24897616386636
0.35,1.1,2.5,0.5,False,6,60,256,39.453125,0.7020238654079551,-0.15817425178780647,-40.49260845767846
0.35,1.1,2.5,0.5,False,6,65,238,40.7563025210084,0.7541285781176763,-0.12661346361643666,-30.134004340711925
0.35,1.1,2.5,0.5,False,6,70,184,44.02173913043478,0.9046010869356099,-0.04427429459823432,-8.146470206075115
0.35,1.1,2.5,0.5,False,6,75,106,42.45283018867924,0.8765648372102087,-0.058061196400718884,-6.154486818476202
0.35,1.1,2.5,0.5,False,10,0,282,39.361702127659576,0.7048744137472576,-0.15695575734342032,-44.26152357084453
0.35,1.1,2.5,0.5,False,10,55,279,39.784946236559136,0.7154734464834144,-0.15068024663885368,-42.039788812240175
0.35,1.1,2.5,0.5,False,10,60,273,39.1941391941392,0.7005458437675256,-0.16048185243934573,-43.811545715941385
0.35,1.1,2.5,0.5,False,10,65,255,40.3921568627451,0.7452851367124159,-0.13282388865515637,-33.87009160706488
0.35,1.1,2.5,0.5,False,10,70,198,43.43434343434344,0.8772915579818125,-0.05806991094232248,-11.497842366579851
0.35,1.1,2.5,0.5,False,10,75,116,43.103448275862064,0.8915767847138674,-0.05101364552869283,-5.917582881328368
0.35,1.1,3.0,0.0,False,6,0,264,34.84848484848485,0.7142620113218722,-0.17567070088260248,-46.37706503300706
0.35,1.1,3.0,0.0,False,6,55,262,35.11450381679389,0.7239963775803917,-0.16868246052659164,-44.19480465796701
0.35,1.1,3.0,0.0,False,6,60,258,34.883720930232556,0.7127991013679531,-0.17586057201488178,-45.3720275798395
0.35,1.1,3.0,0.0,False,6,65,241,35.684647302904565,0.7518472072233754,-0.14955588020596938,-36.04296712963862
0.35,1.1,3.0,0.0,False,6,70,194,37.628865979381445,0.8572436327658363,-0.08084452206249,-15.683837280123061
0.35,1.1,3.0,0.0,False,6,75,112,37.5,0.9339122395114436,-0.036237321148506765,-4.058579968632758
0.35,1.1,3.0,0.0,False,10,0,282,34.751773049645394,0.725106568905166,-0.16908339953721915,-47.6815186694958
0.35,1.1,3.0,0.0,False,10,55,280,35.0,0.7343454905065883,-0.16249735105162771,-45.49925829445576
0.35,1.1,3.0,0.0,False,10,60,275,34.54545454545455,0.7233438957651159,-0.17014692335524884,-46.79040392269343
0.35,1.1,3.0,0.0,False,10,65,258,35.27131782945737,0.760709792283447,-0.14505193187094154,-37.42339842270292
0.35,1.1,3.0,0.0,False,10,70,208,37.019230769230774,0.8509746476146842,-0.08519295858194004,-17.720135385043527
0.35,1.1,3.0,0.0,False,10,75,125,36.8,0.927369786730316,-0.04032437174021828,-5.040546467527285
0.5,0.5,2.0,0.0,False,6,0,158,37.9746835443038,1.0315715745027696,0.020078608202079695,3.172420095928592
0.5,0.5,2.0,0.0,False,6,55,155,38.70967741935484,1.0667675803702008,0.041856021802461764,6.487683379381574
0.5,0.5,2.0,0.0,False,6,60,152,38.15789473684211,1.0521289147980024,0.03295656343395522,5.009397641961193
0.5,0.5,2.0,0.0,False,6,65,140,39.285714285714285,1.1234023064477758,0.07600818050595584,10.641145270833817
0.5,0.5,2.0,0.0,False,6,70,105,43.80952380952381,1.339517824225511,0.19479629084981218,20.45361053923028
0.5,0.5,2.0,0.0,False,6,75,56,33.92857142857143,0.8814355247796465,-0.0794090531201281,-4.446906974727173
0.5,0.5,2.0,0.0,False,10,0,179,37.43016759776536,0.9657723423497151,-0.022122530811842973,-3.9599330153198924
0.5,0.5,2.0,0.0,False,10,55,176,38.06818181818182,0.9942634165470178,-0.003662896203789204,-0.6446697318668999
0.5,0.5,2.0,0.0,False,10,60,173,37.57225433526011,0.980927002040845,-0.012271418897614367,-2.1229554692872856
0.5,0.5,2.0,0.0,False,10,65,158,38.607594936708864,1.0552053317509573,0.034674176733707866,5.478519923925843
0.5,0.5,2.0,0.0,False,10,70,118,41.52542372881356,1.1839241524448456,0.11078943156435377,13.073152924593744
0.5,0.5,2.0,0.0,False,10,75,68,30.88235294117647,0.7153586176486665,-0.20223357094150304,-13.751882824022207
0.5,0.5,2.0,0.5,True,6,0,161,54.037267080745345,0.9475107145156922,-0.025728384154344267,-4.142269848849427
0.5,0.5,2.0,0.5,True,6,55,158,54.43037974683544,0.9694576604665887,-0.014827295895568814,-2.3427127514998727
0.5,0.5,2.0,0.5,True,6,60,155,54.19354838709678,0.9588079429555393,-0.02009958274248761,-3.1154353250855795
0.5,0.5,2.0,0.5,True,6,65,142,54.22535211267606,0.9748761313435127,-0.012214555898043409,-1.7344669375221642
0.5,0.5,2.0,0.5,True,6,70,107,57.009345794392516,1.077945116980018,0.035892623245669546,3.8405106872866415
0.5,0.5,2.0,0.5,True,6,75,58,48.275862068965516,0.7244051288749331,-0.15565619118067917,-9.028059088479392
0.5,0.5,2.0,0.5,True,10,0,182,52.197802197802204,0.873914075690266,-0.064440690837849,-11.728205732488517
0.5,0.5,2.0,0.5,True,10,55,179,52.513966480446925,0.8906594983171654,-0.055467310810832206,-9.928648635138964
0.5,0.5,2.0,0.5,True,10,60,176,52.27272727272727,0.8807421103203076,-0.06080324550411742,-10.701371208724666
0.5,0.5,2.0,0.5,True,10,65,160,52.5,0.9068917327632678,-0.047098123954668746,-7.5356998327469995
0.5,0.5,2.0,0.5,True,10,70,120,53.333333333333336,0.921790226781482,-0.03916964967365212,-4.700357960838255
0.5,0.5,2.0,0.5,True,10,75,70,42.857142857142854,0.5639161728263326,-0.27135320740333696,-18.99472451823359
0.5,0.5,2.0,0.5,False,6,0,158,43.037974683544306,1.036227994060649,0.01815483626735073,2.8684641302414153
0.5,0.5,2.0,0.5,False,6,55,155,43.87096774193549,1.0672231848044618,0.0333420724360708,5.168021227590973
0.5,0.5,2.0,0.5,False,6,60,152,43.42105263157895,1.0531453180267067,0.026505081152171883,4.028772335130126
0.5,0.5,2.0,0.5,False,6,65,140,45.0,1.1056690171468113,0.05208132379519345,7.291385331327083
0.5,0.5,2.0,0.5,False,6,70,105,48.57142857142857,1.2987430817852252,0.13899219814388847,14.594180805108289
0.5,0.5,2.0,0.5,False,6,75,56,41.07142857142857,0.8380550052471414,-0.09253126324447465,-5.18175074169058
0.5,0.5,2.0,0.5,False,10,0,179,41.899441340782126,0.9550565493000485,-0.023440836616880067,-4.195909754421532
0.5,0.5,2.0,0.5,False,10,55,176,42.61363636363637,0.9791747371050357,-0.010774731006090771,-1.8963526570719758
0.5,0.5,2.0,0.5,False,10,60,173,42.19653179190752,0.9662667349939039,-0.01754682976608568,-3.0356015495328226
0.5,0.5,2.0,0.5,False,10,65,158,43.67088607594937,1.0227455580217124,0.011657943424459657,1.8419550610646258
0.5,0.5,2.0,0.5,False,10,70,118,45.76271186440678,1.1157007623692783,0.058517921880896356,6.90511478194577
0.5,0.5,2.0,0.5,False,10,75,68,36.76470588235294,0.6659511023845566,-0.21024431686003525,-14.296613546482398
0.5,0.5,2.5,0.0,False,6,0,215,33.95348837209302,0.9000565319399425,-0.06970206268083487,-14.985943476379498
0.5,0.5,2.5,0.0,False,6,55,212,34.43396226415094,0.920638315176129,-0.054876377575004416,-11.633792045900936
0.5,0.5,2.5,0.0,False,6,60,208,34.61538461538461,0.9251319192713258,-0.051561560090542954,-10.724804498832935
0.5,0.5,2.5,0.0,False,6,65,191,36.64921465968586,1.0390324171874985,0.025789783312444445,4.925848612676889
0.5,0.5,2.5,0.0,False,6,70,153,39.21568627450981,1.170534326400956,0.10565095815682668,16.164596597994482
0.5,0.5,2.5,0.0,False,6,75,89,37.07865168539326,1.1320265222353332,0.08394166179360632,7.470807899630962
0.5,0.5,2.5,0.0,False,10,0,240,33.33333333333333,0.8565461947656041,-0.10157236259727682,-24.377367023346437
0.5,0.5,2.5,0.0,False,10,55,237,33.755274261603375,0.8737828268162768,-0.08871398984332436,-21.025215592867873
0.5,0.5,2.5,0.0,False,10,60,232,34.05172413793103,0.883897083094711,-0.08103190748812077,-18.799402537244017
0.5,0.5,2.5,0.0,False,10,65,213,35.2112676056338,0.9598515363932182,-0.027305675746023345,-5.816108933902973
0.5,0.5,2.5,0.0,False,10,70,173,37.57225433526011,1.068882049983984,0.04428197008212757,7.66078082420807
0.5,0.5,2.5,0.0,False,10,75,103,33.00970873786408,0.9258793132149787,-0.05084480871464526,-5.237015297608462
0.5,0.5,2.5,0.5,True,6,0,219,50.68493150684932,0.8043044230562257,-0.10534316825277391,-23.07015384735749
0.5,0.5,2.5,0.5,True,6,55,216,50.46296296296296,0.8051238681451542,-0.10538064036192625,-22.76221831817607
0.5,0.5,2.5,0.5,True,6,60,212,50.47169811320755,0.8025085610446575,-0.1066950120465864,-22.619342553876315
0.5,0.5,2.5,0.5,True,6,65,195,53.333333333333336,0.9202229655691635,-0.04034618369904386,-7.867505821313553
0.5,0.5,2.5,0.5,True,6,70,156,56.41025641025641,1.055139649784048,0.02569259766147879,4.008045235190691
0.5,0.5,2.5,0.5,True,6,75,91,52.74725274725275,0.9928186299195788,-0.0036551574659176695,-0.3326193293985079
0.5,0.5,2.5,0.5,True,10,0,244,49.59016393442623,0.7705533763644452,-0.12629275399952195,-30.815431975883357
0.5,0.5,2.5,0.5,True,10,55,241,49.37759336099585,0.7709971038541802,-0.12658712218548518,-30.50749644670193
0.5,0.5,2.5,0.5,True,10,60,236,49.152542372881356,0.7651124215263139,-0.1303313384496446,-30.758195874116126
0.5,0.5,2.5,0.5,True,10,65,217,51.1520737327189,0.8425727956265353,-0.08345043053294196,-18.108743425648406
0.5,0.5,2.5,0.5,True,10,70,176,53.97727272727273,0.9540066478268195,-0.022699151115629004,-3.995050596350705
0.5,0.5,2.5,0.5,True,10,75,105,46.666666666666664,0.7683655518759677,-0.13319644817162002,-13.985627058020102
0.5,0.5,2.5,0.5,False,6,0,215,38.139534883720934,0.8723371545152334,-0.07068660588003034,-15.197620264206522
0.5,0.5,2.5,0.5,False,6,55,212,38.67924528301887,0.8820279091138009,-0.0655173808255901,-13.889684735025101
0.5,0.5,2.5,0.5,False,6,60,208,38.94230769230769,0.8852200311072295,-0.0636865815900257,-13.246808970725347
0.5,0.5,2.5,0.5,False,6,65,191,41.361256544502616,1.0116962139525623,0.006085788606274569,1.1623856237984427
0.5,0.5,2.5,0.5,False,6,70,153,45.09803921568628,1.1747798131301952,0.08347274165056989,12.771329472537193
0.5,0.5,2.5,0.5,False,6,75,89,43.82022471910113,1.0733444888223411,0.03778291868455972,3.3626797629258154
0.5,0.5,2.5,0.5,False,10,0,240,37.083333333333336,0.8260511116089981,-0.09846629443484936,-23.631910664363847
0.5,0.5,2.5,0.5,False,10,55,237,37.552742616033754,0.8340811470794263,-0.09419398791216213,-22.323975135182426
0.5,0.5,2.5,0.5,False,10,60,232,37.93103448275862,0.8373047737960035,-0.09258107294065705,-21.478808922232435
0.5,0.5,2.5,0.5,False,10,65,213,39.436619718309856,0.9194571256871146,-0.04385801871275792,-9.341757985817438
0.5,0.5,2.5,0.5,False,10,70,173,42.77456647398844,1.0515269266496547,0.026042356275807883,4.505327635714764
0.5,0.5,2.5,0.5,False,10,75,103,38.83495145631068,0.8405409470443491,-0.09274984437841553,-9.5532339709768
0.5,0.5,3.0,0.0,False,6,0,215,30.697674418604652,0.7806768726698362,-0.16083923703117894,-34.58043596170347
0.5,0.5,3.0,0.0,False,6,55,213,30.985915492957744,0.7920689633551254,-0.15170296436848665,-32.31273141048766
0.5,0.5,3.0,0.0,False,6,60,211,31.27962085308057,0.8035098863804758,-0.14265413733670998,-30.100022978045804
0.5,0.5,3.0,0.0,False,6,65,199,32.663316582914575,0.8702549355230578,-0.09177421642686255,-18.263069068945647
0.5,0.5,3.0,0.0,False,6,70,169,34.319526627218934,0.9744913506291629,-0.017355658000528143,-2.933106202089256
0.5,0.5,3.0,0.0,False,6,75,103,34.95145631067961,0.9750708415193897,-0.016617229905395006,-1.7115746802556857
0.5,0.5,3.0,0.0,False,10,0,240,30.416666666666664,0.7582056322476468,-0.17898477805299462,-42.95634673271871
0.5,0.5,3.0,0.0,False,10,55,238,30.672268907563026,0.7680089160321921,-0.17096068143488607,-40.688642181502885
0.5,0.5,3.0,0.0,False,10,60,235,31.06382978723404,0.7837817824145632,-0.15812386485321353,-37.15910824050518
0.5,0.5,3.0,0.0,False,10,65,221,32.126696832579185,0.8318264980308461,-0.12044017985780546,-26.617279748575008
0.5,0.5,3.0,0.0,False,10,70,190,33.1578947368421,0.9127920060225647,-0.06083163743256688,-11.558011112187707
0.5,0.5,3.0,0.0,False,10,75,118,31.35593220338983,0.8140644963230269,-0.13221822876267164,-15.601750993995253
0.5,0.5,3.0,0.5,True,6,0,219,50.68493150684932,0.7398980672329818,-0.14001318831145596,-30.662888240208854
0.5,0.5,3.0,0.5,True,6,55,217,50.23041474654379,0.7333112088330341,-0.14488202576170586,-31.439399590290172
0.5,0.5,3.0,0.5,True,6,60,215,50.697674418604656,0.747338442539909,-0.13593809840859686,-29.22669115784832
0.5,0.5,3.0,0.5,True,6,65,203,51.724137931034484,0.7959460859223182,-0.10712556051652736,-21.746488784855053
0.5,0.5,3.0,0.5,True,6,70,172,54.65116279069767,0.9176304583638737,-0.040243457231678444,-6.921874643848692
0.5,0.5,3.0,0.5,True,6,75,105,55.23809523809524,0.948791184035723,-0.024721265343789052,-2.5957328610978503
0.5,0.5,3.0,0.5,True,10,0,244,49.59016393442623,0.7177997987730911,-0.15532954910147076,-37.900409980758866
0.5,0.5,3.0,0.5,True,10,55,242,49.17355371900827,0.7120180233421874,-0.15982198897041403,-38.676921330840194
0.5,0.5,3.0,0.5,True,10,60,239,49.37238493723849,0.7209657715646537,-0.1542166865695075,-36.85778809011229
0.5,0.5,3.0,0.5,True,10,65,225,50.22222222222222,0.7544499139398656,-0.13295535442805845,-29.91495474631315
0.5,0.5,3.0,0.5,True,10,70,193,52.331606217616574,0.8434876056520942,-0.08054953166685037,-15.546059611702123
0.5,0.5,3.0,0.5,True,10,75,120,49.166666666666664,0.7356224096595612,-0.14525911421849652,-17.43109370621958
0.5,0.5,3.0,0.5,False,6,0,215,34.883720930232556,0.7910484198140805,-0.11625519305520239,-24.994866506868515
0.5,0.5,3.0,0.5,False,6,55,213,35.2112676056338,0.7925291145613274,-0.11629754862417765,-24.77137785694984
0.5,0.5,3.0,0.5,False,6,60,211,35.54502369668246,0.8074938980050234,-0.106913125234635,-22.558669424507986
0.5,0.5,3.0,0.5,False,6,65,199,37.185929648241206,0.870663162934894,-0.07007534356979825,-13.944993370389852
0.5,0.5,3.0,0.5,False,6,70,169,39.64497041420118,1.0033596036134222,0.0016915959434969634,0.2858797144509868
0.5,0.5,3.0,0.5,False,6,75,103,40.77669902912621,1.0241644846621127,0.011912318436147087,1.22696879892315
0.5,0.5,3.0,0.5,False,10,0,240,34.166666666666664,0.758695398722993,-0.1371725021627083,-32.92140051904999
0.5,0.5,3.0,0.5,False,10,55,238,34.45378151260504,0.7599402636408225,-0.13738618432408115,-32.69791186913131
0.5,0.5,3.0,0.5,False,10,60,235,34.8936170212766,0.7736574471956574,-0.12886345952357112,-30.28291298803921
0.5,0.5,3.0,0.5,False,10,65,221,36.199095022624434,0.8198512432493384,-0.10048237992359826,-22.206605963115216
0.5,0.5,3.0,0.5,False,10,70,190,37.89473684210527,0.9144836989712957,-0.04526953294043934,-8.601211258683474
0.5,0.5,3.0,0.5,False,10,75,118,36.440677966101696,0.8050411088174217,-0.10907879704643737,-12.87129805147961
0.5,0.8,2.0,0.5,True,6,0,189,49.735449735449734,0.8585243621301418,-0.07251869374974114,-13.706033118701075
0.5,0.8,2.0,0.5,True,6,55,186,50.0,0.8738951326191898,-0.06419924148176992,-11.941058915609204
0.5,0.8,2.0,0.5,True,6,60,181,49.72375690607735,0.8702201874583012,-0.06629618981846172,-11.99961035714157
0.5,0.8,2.0,0.5,True,6,65,163,49.693251533742334,0.8657246508730795,-0.06805926134858835,-11.093659599819901
0.5,0.8,2.0,0.5,True,6,70,121,54.54545454545454,1.06062421792279,0.027421107177154264,3.317953968435666
0.5,0.8,2.0,0.5,True,6,75,62,41.935483870967744,0.6741013051855556,-0.18422134794153183,-11.421723572374974
0.5,0.8,2.0,0.5,True,10,0,210,49.523809523809526,0.8268937221536725,-0.09026207747147466,-18.95503626900968
0.5,0.8,2.0,0.5,True,10,55,206,49.51456310679612,0.8360012532727417,-0.08543205023052049,-17.59900234748722
0.5,0.8,2.0,0.5,True,10,60,201,49.25373134328358,0.8319634293338649,-0.08784852631353025,-17.65755378901958
0.5,0.8,2.0,0.5,True,10,65,181,49.171270718232044,0.8291570854132786,-0.08886234043359367,-16.084083618480456
0.5,0.8,2.0,0.5,True,10,70,134,52.23880597014925,0.9330723253873574,-0.03255365688323763,-4.362190022353842
0.5,0.8,2.0,0.5,True,10,75,73,39.726027397260275,0.5593589733085608,-0.2690685015805257,-19.642000615378375
0.5,0.8,2.0,0.5,False,6,0,187,40.64171122994652,0.9194508882973015,-0.041779365950268155,-7.812741432700145
0.5,0.8,2.0,0.5,False,6,55,184,41.30434782608695,0.9414351027357684,-0.030150908856566728,-5.547767229608278
0.5,0.8,2.0,0.5,False,6,60,179,41.340782122905026,0.9412487307129722,-0.030343516378198265,-5.431489431697489
0.5,0.8,2.0,0.5,False,6,65,161,41.61490683229814,0.9522740985646623,-0.024456752397222715,-3.937537135952857
0.5,0.8,2.0,0.5,False,6,70,119,47.05882352941176,1.2239728934614718,0.1021658264465201,12.157733347135892
0.5,0.8,2.0,0.5,False,6,75,60,36.666666666666664,0.7527143839142681,-0.1409725173652433,-8.458351041914598
0.5,0.8,2.0,0.5,False,10,0,208,39.90384615384615,0.8744731624906615,-0.06628418716021131,-13.787110929323953
0.5,0.8,2.0,0.5,False,10,55,204,40.68627450980392,0.8937243736063698,-0.05598646821052708,-11.421239514947525
0.5,0.8,2.0,0.5,False,10,60,199,40.7035175879397,0.892526582105551,-0.056808852849430796,-11.30496171703673
0.5,0.8,2.0,0.5,False,10,65,179,40.78212290502793,0.9012536016107656,-0.05193790980076435,-9.296885854336818
0.5,0.8,2.0,0.5,False,10,70,132,44.696969696969695,1.0711427576916068,0.03491412618653772,4.608664656622979
0.5,0.8,2.0,0.5,False,10,75,71,33.80281690140845,0.6220675995059585,-0.23306412372734378,-16.547552784641407
0.5,0.8,2.0,0.0,False,6,0,187,37.967914438502675,0.941375786296768,-0.03652109590203614,-6.829444933680758
0.5,0.8,2.0,0.0,False,6,55,184,38.58695652173913,0.9686398677354435,-0.019296081417224102,-3.5504789807692347
0.5,0.8,2.0,0.0,False,6,60,179,38.547486033519554,0.9752476484512345,-0.01520022964267295,-2.720841106038458
0.5,0.8,2.0,0.0,False,6,65,161,38.50931677018634,0.9890632753523334,-0.006653773039171203,-1.0712574593065636
0.5,0.8,2.0,0.0,False,6,70,119,44.537815126050425,1.268824960420915,0.1460360760343044,17.378293048082224
