ts_open,ts_close,symbol,direction,strategy,regime,regime_conf,setup_score,grade,session,entry,stop,tp1,tp2,exit,exit_reason,lots,risk_money,risk_percent,r_distance,pnl,r_multiple,mfe_r,mae_r,bars_held,spread,atr,entry_slippage,exit_slippage,commission,news_status,entry_reason,equity_after
2019-01-02 13:40:00+00:00,2019-01-02 21:00:00+00:00,XAUUSD,SHORT,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,0.7,85.0,A,OVERLAP,1284.012,1292.478,1271.313,1271.313,1283.29,SESSION_END,0.002,1.6931,0.3386,8.466,0.1443,0.0852,0.636,0.43,440,0.272,0.925,0.05,0.05,0.0,clear,sweep + rejection + CHoCH + displacement,500.1443
2019-01-14 14:23:00+00:00,2019-01-14 21:00:00+00:00,XAUUSD,LONG,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,0.7,95.0,A+,OVERLAP,1292.254,1282.277,1307.22,1307.22,1291.044,SESSION_END,0.002,1.9954,0.399,9.977,-0.2421,-0.1213,0.083,0.299,397,0.312,0.982,0.05,0.05,0.0,clear,sweep + rejection + CHoCH + displacement,499.9022
2019-06-24 19:51:00+00:00,2019-06-24 21:00:00+00:00,XAUUSD,LONG,BREAKOUT,BULL,1.0,80.0,B,NEWYORK,1418.138,1411.003,1428.841,1428.841,1418.602,SESSION_END,0.003,2.1405,0.4282,7.135,0.1393,0.0651,0.297,0.178,69,0.22,0.944,0.05,0.05,0.0,clear,compression -> confirmed range break + momentum,500.0415
2019-06-25 17:41:00+00:00,2019-06-25 21:00:00+00:00,XAUUSD,SHORT,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,1.0,85.0,A,NEWYORK,1424.8,1443.388,1396.916,1396.916,1423.627,SESSION_END,0.001,1.8589,0.3717,18.589,0.1173,0.0631,0.699,0.079,199,0.331,1.945,0.05,0.05,0.0,clear,sweep + rejection + CHoCH + displacement,500.1588
2019-06-26 10:11:00+00:00,2019-06-26 18:11:00+00:00,XAUUSD,SHORT,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,1.0,80.0,B,LONDON,1407.57,1416.698,1393.878,1393.878,1410.531,TIME,0.002,1.8256,0.365,9.128,-0.5921,-0.3244,0.625,0.836,480,0.21,1.357,0.05,0.05,0.0,clear,sweep + rejection + CHoCH + displacement,499.5666
2019-07-02 12:58:00+00:00,2019-07-02 16:11:00+00:00,XAUUSD,SHORT,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,0.8,85.0,A,OVERLAP,1391.91,1398.27,1382.371,1382.371,1398.552,STOP,0.003,1.9078,0.3816,6.359,-1.9926,-1.0444,0.337,1.075,193,0.175,0.708,0.05,0.12,0.0,clear,sweep + rejection + CHoCH + displacement,498.0074
2019-07-03 13:21:00+00:00,2019-07-03 21:00:00+00:00,XAUUSD,LONG,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,0.7,90.0,A+,OVERLAP,1418.958,1407.879,1435.577,1435.577,1417.145,SESSION_END,0.002,2.2159,0.445,11.079,-0.3626,-0.1636,0.263,0.63,458,0.266,1.794,0.05,0.05,0.0,clear,sweep + rejection + CHoCH + displacement,497.6448
2019-07-04 15:26:00+00:00,2019-07-04 21:41:00+00:00,XAUUSD,LONG,BREAKOUT,COMPRESSION,1.0,80.0,B,OVERLAP,1417.433,1410.383,1428.008,1428.008,1414.365,SESSION_END,0.003,2.115,0.425,7.05,-0.9205,-0.4352,0.0,0.427,165,0.191,0.835,0.05,0.05,0.0,clear,compression -> confirmed range break + momentum,496.7243
2019-07-11 15:41:00+00:00,2019-07-11 21:00:00+00:00,XAUUSD,SHORT,BREAKOUT,BEAR,0.613,70.0,NO_TRADE,OVERLAP,1409.825,1422.285,1391.136,1391.136,1407.54,SESSION_END,0.001,1.246,0.2508,12.46,0.2285,0.1834,0.508,0.244,319,0.306,1.644,0.05,0.05,0.0,clear,compression -> confirmed range break + momentum,496.9527
2019-07-18 13:36:00+00:00,2019-07-18 17:00:00+00:00,XAUUSD,SHORT,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,1.0,85.0,A,OVERLAP,1417.655,1429.123,1400.452,1400.452,1429.428,STOP,0.002,2.2937,0.4615,11.468,-2.3546,-1.0266,0.268,1.002,204,0.3,1.429,0.05,0.12,0.0,clear,sweep + rejection + CHoCH + displacement,494.5982
2019-07-19 10:46:00+00:00,2019-07-19 15:42:00+00:00,XAUUSD,LONG,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,0.7,100.0,A+,LONDON,1440.289,1430.594,1454.83,1454.83,1430.304,STOP,0.002,1.9389,0.392,9.695,-1.9969,-1.0299,0.152,1.048,296,0.221,1.007,0.05,0.12,0.0,clear,sweep + rejection + CHoCH + displacement,492.6013
2019-07-26 15:22:00+00:00,2019-07-26 18:00:00+00:00,XAUUSD,SHORT,LIQUIDITY_REVERSAL,CHOPPY,0.579,100.0,A+,OVERLAP,1418.452,1430.28,1400.711,1400.711,1418.828,SESSION_END,0.002,2.3655,0.4802,11.827,-0.0752,-0.0318,0.093,0.247,158,0.411,1.636,0.05,0.05,0.0,clear,sweep + rejection + CHoCH + displacement,492.5261
2019-07-31 14:51:00+00:00,2019-07-31 19:52:00+00:00,XAUUSD,SHORT,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,1.0,85.0,A,OVERLAP,1429.57,1441.748,1411.304,1411.304,1411.654,TP2,0.002,2.4355,0.4945,12.178,3.5833,1.4713,1.575,0.107,301,0.356,1.255,0.05,0.0,0.0,clear,sweep + rejection + CHoCH + displacement,496.1094
2019-08-02 08:32:00+00:00,2019-08-02 16:32:00+00:00,XAUUSD,LONG,BREAKOUT,COMPRESSION,0.968,70.0,NO_TRADE,LONDON,1437.064,1428.616,1449.737,1449.737,1443.924,TIME,0.002,1.6896,0.3406,8.448,1.372,0.812,1.259,0.73,480,0.219,1.243,0.05,0.05,0.0,clear,compression -> confirmed range break + momentum,497.4814
2019-08-05 15:25:00+00:00,2019-08-05 16:05:00+00:00,XAUUSD,LONG,BREAKOUT,STRONG_BULL,1.0,70.0,NO_TRADE,OVERLAP,1467.267,1459.663,1478.673,1478.673,1459.364,STOP,0.003,2.2812,0.4585,7.604,-2.3708,-1.0393,0.308,1.244,40,0.238,1.605,0.05,0.12,0.0,clear,compression -> confirmed range break + momentum,495.1105
2019-08-06 15:21:00+00:00,2019-08-06 21:00:00+00:00,XAUUSD,LONG,BREAKOUT,COMPRESSION,0.932,85.0,A,OVERLAP,1469.739,1460.592,1483.459,1483.459,1472.009,SESSION_END,0.002,1.8294,0.3695,9.147,0.4539,0.2481,0.441,0.214,339,0.228,1.697,0.05,0.05,0.0,clear,compression -> confirmed range break + momentum,495.5645
2019-08-07 10:51:00+00:00,2019-08-07 12:24:00+00:00,XAUUSD,SHORT,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,0.8,85.0,A,LONDON,1486.085,1493.252,1475.334,1475.334,1493.461,STOP,0.003,2.1502,0.4339,7.167,-2.2127,-1.029,0.0,1.009,93,0.2,1.096,0.05,0.12,0.0,clear,sweep + rejection + CHoCH + displacement,493.3518
2019-08-08 13:36:00+00:00,2019-08-08 19:02:00+00:00,XAUUSD,SHORT,BREAKOUT,COMPRESSION,1.0,65.0,NO_TRADE,OVERLAP,1494.31,1503.476,1480.562,1480.562,1503.723,STOP,0.002,1.8332,0.3716,9.166,-1.8826,-1.0269,0.476,1.053,326,0.195,1.362,0.05,0.12,0.0,clear,compression -> confirmed range break + momentum,491.4692
2019-08-09 07:44:00+00:00,2019-08-09 15:44:00+00:00,XAUUSD,SHORT,BREAKOUT,COMPRESSION,0.937,50.0,NO_TRADE,LONDON,1500.259,1507.511,1489.38,1489.38,1503.607,TIME,0.003,2.1756,0.4427,7.252,-1.0045,-0.4617,0.767,0.648,480,0.199,1.14,0.05,0.05,0.0,clear,compression -> confirmed range break + momentum,490.4647
2019-08-14 20:06:00+00:00,2019-08-14 21:00:00+00:00,XAUUSD,SHORT,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,0.7,85.0,A,NEWYORK,1513.707,1532.77,1485.113,1485.113,1515.058,SESSION_END,0.001,1.9063,0.3887,19.063,-0.1351,-0.0709,0.016,0.233,54,0.296,2.035,0.05,0.05,0.0,clear,sweep + rejection + CHoCH + displacement,490.3296
2019-08-19 12:31:00+00:00,2019-08-19 20:31:00+00:00,XAUUSD,SHORT,BREAKOUT,STRONG_BEAR,0.952,85.0,A,OVERLAP,1496.82,1505.763,1483.407,1483.407,1494.838,TIME,0.002,1.7884,0.3647,8.942,0.3965,0.2217,0.408,0.73,480,0.209,1.22,0.05,0.05,0.0,clear,compression -> confirmed range break + momentum,490.7261
2019-08-27 10:32:00+00:00,2019-08-27 16:29:00+00:00,XAUUSD,LONG,LIQUIDITY_REVERSAL,LIQUIDITY_REVERSAL,0.8,100.0,A+,LONDON,1531.891,1525.478,1541.509,1541.509,1541.331,TP2,0.003,1.9237,0.392,6.412,2.832,1.4722,1.578,0.553,357,0.185,0.942,0.05,0.0,0.0,clear,sweep + rejection + CHoCH + displacement,493.5581
